ts | lvl | reqid; uid; thread; comp; host; src - log
2026-01-12T00:00:24.145Z | INFO | reqG3h4i5; 55055; main; order; web-02; OrderCtrl.java:118 - Order payment confirmed orderId=O12350  
2026-01-12T00:00:24.590Z | DEBUG | reqJ6k7l8; 56056; worker-1; analytics; analytics-01; Tracker.java:65 - Tracking event EVENT_LOGOUT userId=56056  
2026-01-12T00:00:25.035Z | INFO | reqM9n0o1; 57057; main; auth; web-01; AuthCtrl.java:90 - User deactivated account  
2026-01-12T00:00:25.480Z | WARN | reqP2q3r4; 58058; worker-2; apiGw; gw-01; Gateway.java:136 - Service degradation detected  
2026-01-12T00:00:25.925Z | ERROR | reqS5t6u7; 59059; main; db; db-02; Database.java:150; err=E505; stack=org.postgresql.util.PSQLException: Connection pool exhausted - Unable to acquire connection pool slot  
2026-01-12T00:00:26.370Z | INFO | reqV8w9x0; 60060; worker-3; notify; notif-01; Notifier.java:64 - Push notification failed deviceId=dev-60060 err=E401 - Unauthorized push attempt  
2026-01-12T00:00:26.815Z | DEBUG | reqY1z2a3; 61061; main; cache; cache-01; Cache.java:102 - Refreshed key=session:61061  
2026-01-12T00:00:27.260Z | INFO | reqB4c5d6; 62062; worker-1; profile; profile-01; ProfileUpd.java:122 - Updated security questions  
2026-01-12T00:00:27.705Z | WARN | reqE7f8g9; 63063; main; auth; web-01; AuthCtrl.java:96 - Multiple concurrent sessions detected  
2026-01-12T00:00:28.150Z | ERROR | reqH0i1j2; 64064; worker-2; payment; pay-01; PaymentProc.java:240; err=E507; stack=java.lang.RuntimeException: Gateway internal error - Payment gateway internal error  
2026-01-12T00:00:28.595Z | INFO | reqK3l4m5; 65065; main; order; web-02; OrderCtrl.java:124 - Order archived orderId=O12351  
2026-01-12T00:00:29.040Z | DEBUG | reqN6o7p8; 66066; worker-3; msgQueue; msg-01; Queue.java:65 - Message dead‑lettered id=msg-4096 reason=ProcessingError  
2026-01-12T00:00:29.485Z | INFO | reqQ9r0s1; 67067; main; auth; web-01; AuthCtrl.java:102 - User password changed  
2026-01-12T00:00:29.930Z | WARN | reqT2u3v4; 68068; worker-1; apiGw; gw-01; Gateway.java:143; latencyMs=3400 - High latency on service=payment  
2026-01-12T00:00:30.375Z | ERROR | reqW5x6y7; 69069; main; storage; storage-01; FileStore.java:112; err=E508; stack=java.io.FileNotFoundException: File not found - Unable to read file  
2026-01-12T00:00:30.820Z | INFO | reqZ8a9b0; 70070; worker-2; notify; notif-01; Notifier.java:68 - Email sent to admin@example.com  
2026-01-12T00:00:31.265Z | DEBUG | reqC1d2e3; 71071; main; auth; web-01; TokenValidator.java:45 - Token payload extracted  
2026-01-12T00:00:31.710Z | INFO | reqF4g5h6; 72072; worker-3; profile; profile-01; ProfileUpd.java:129 - Updated language preference to 'nb'  
2026-01-12T00:00:32.155Z | WARN | reqI7j8k9; 73073; main; cache; cache-01; Cache.java:110 - Cache entry TTL expired key=product:73073  
2026-01-12T00:00:32.600Z | ERROR | reqL0m1n2; 74074; worker-1; payment; pay-01; PaymentProc.java:245; err=E509; stack=java.lang.IllegalStateException: Transaction already processed - Duplicate transaction error  
2026-01-12T00:00:33.045Z | INFO | reqO3p4q5; 75075; main; order; web-02; OrderCtrl.java:130 - Order refund initiated orderId=O12352  
2026-01-12T00:00:33.490Z | DEBUG | reqR6s7t8; 76076; worker-2; analytics; analytics-01; Tracker.java:70 - Tracking event EVENT_PROFILE_UPDATE userId=76076  
2026-01-12T00:00:33.935Z | INFO | reqU9v0w1; 77077; main; auth; web-01; AuthCtrl.java:108 - User email verification sent  
2026-01-12T00:00:34.380Z | WARN | reqX2y3z4; 78078; worker-3; apiGw; gw-01; Gateway.java:150; latencyMs=3000 - Backend latency spike  
2026-01-12T00:00:34.825Z | ERROR | reqA5b6c7; 79079; main; db; db-02; Database.java:160; err=E510; stack=org.postgresql.util.PSQLException: Query timed out - Query timeout  
2026-01-12T00:00:35.270Z | INFO | reqD8e9f0; 80080; worker-1; notify; notif-01; Notifier.java:72 - Push notification sent to deviceId=dev-80080  
2026-01-12T00:00:35.715Z | DEBUG | reqG1h2i3; 81081; main; cache; cache-01; Cache.java:118 - Added new entry key=session:81081 ttl=60000  
2026-01-12T00:00:36.160Z | INFO | reqJ4k5l6; 82082; worker-2; profile; profile-01; ProfileUpd.java:136 - Updated marketing opt‑in to true  
2026-01-12T00:00:36.605Z | WARN | reqM7n8o9; 83083; main; auth; web-01; AuthCtrl.java:114 - Possible brute‑force attack detected  
2026-01-12T00:00:37.050Z | ERROR | reqP0q1r2; 84084; worker-3; payment; pay-01; PaymentProc.java:250; err=E511; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:00:37.495Z | INFO | reqS3t4u5; 85085; main; order; web-02; OrderCtrl.java:130; carrier=UPS tracking=1Z999AA10123456784 - Order shipped via carrier=UPS  
2026-01-12T00:00:37.940Z | DEBUG | reqV6w7x8; 86086; worker-1; msgQueue; msg-01; Queue.java:75 - Message processed id=msg-8192  
2026-01-12T00:00:38.385Z | INFO | reqY9z0a1; 87087; main; auth; web-01; AuthCtrl.java:120 - User logout (session timeout)  
2026-01-12T00:00:38.830Z | WARN | reqB2c3d4; 88088; worker-2; apiGw; gw-01; Gateway.java:157; circuitBreaker=opened service=inventory - Circuit breaker opened  
2026-01-12T00:00:39.275Z | ERROR | reqE5f6g7; 89089; main; storage; storage-01; FileStore.java:126; err=E512; stack=java.io.IOException: Cross‑device link not permitted - Failed to move file  
2026-01-12T00:00:39.720Z | INFO | reqH8i9j0; 90090; worker-3; notify; notif-01; Notifier.java:84 - SMS delivery failed phone=+1234567890 err=E402 - SMS send failure  
2026-01-12T00:00:40.165Z | DEBUG | reqK1l2m3; 91091; main; auth; web-01; TokenValidator.java:52 - Token audience validated  
2026-01-12T00:00:40.610Z | INFO | reqN4o5p6; 92092; worker-1; profile; profile-01; ProfileUpd.java:143 - Updated profile visibility to "friends"  
2026-01-12T00:00:41.055Z | WARN | reqQ7r8s9; 93093; main; cache; cache-01; Cache.java:126 - Cache pressure high, evicting 200 entries  
2026-01-12T00:00:41.500Z | ERROR | reqT0u1v2; 94094; worker-2; payment; pay-01; PaymentProc.java:255; err=E513; stack=java.lang.IllegalStateException: Order ID already exists - Duplicate order ID  
2026-01-12T00:00:41.945Z | INFO | reqW3x4y5; 95095; main; order; web-02; OrderCtrl.java:136 - Order cancelled by user orderId=O12353  
2026-01-12T00:00:42.390Z | DEBUG | reqZ6a7b8; 96096; worker-3; analytics; analytics-01; Tracker.java:75 - Tracking event EVENT_PASSWORD_CHANGE userId=96096  
2026-01-12T00:00:42.835Z | INFO | reqC9d0e1; 97097; main; auth; web-01; AuthCtrl.java:126 - Password reset token generated  
2026-01-12T00:00:43.280Z | WARN | reqF2g3h4; 98100; worker-1; apiGw; gw-01; Gateway.java:164; errorRate=high - High 5xx error rate detected  
2026-01-12T00:00:43.725Z | ERROR | reqI5j6k7; 99101; main; db; db-02; Database.java:170; err=E514; stack=org.postgresql.util.PSQLException: deadlock detected - Deadlock during batch insert  
2026-01-12T00:00:44.170Z | INFO | reqL8m9n0; 100102; worker-2; notify; notif-01; Notifier.java:88 - Email delivered to user100102@example.com  
2026-01-12T00:00:44.615Z | DEBUG | reqO1p2q3; 101103; main; cache; cache-01; Cache.java:134 - Cache entry refreshed key=user:101103 ttl=300000  
2026-01-12T00:00:45.060Z | INFO | reqR4s5t6; 102104; worker-3; profile; profile-01; ProfileUpd.java:150 - Updated newsletter subscription to false  
2026-01-12T00:00:45.505Z | WARN | reqU7v8w9; 103105; main; auth; web-01; AuthCtrl.java:132 - Multiple failed OTP attempts  
2026-01-12T00:00:45.950Z | ERROR | reqX0y1z2; 104106; worker-1; payment; pay-01; PaymentProc.java:260; err=E515; stack=java.lang.IllegalArgumentException: Unsupported method - Invalid payment method  
2026-01-12T00:00:46.395Z | INFO | reqA3b4c5; 105107; main; order; web-02; OrderCtrl.java:142 - Order completed orderId=O12354  
2026-01-12T00:00:46.840Z | DEBUG | reqD6e7f8; 106108; worker-2; msgQueue; msg-01; Queue.java:85 - Message acked id=msg-9216  
2026-01-12T00:00:47.285Z | INFO | reqG9h0i1; 107109; main; auth; web-01; AuthCtrl.java:138 - User account locked due to policy  
2026-01-12T00:00:47.730Z | WARN | reqJ2k3l4; 108110; worker-3; apiGw; gw-01; Gateway.java:171; status=504 - Backend service returned 504 Gateway Timeout  
2026-01-12T00:00:48.175Z | ERROR | reqM5n6o7; 109111; main; storage; storage-01; FileStore.java:140; err=E516; stack=java.io.IOException: Compression failed - Unable to compress file  
2026-01-12T00:00:48.620Z | INFO | reqP8q9r0; 110112; worker-1; notify; notif-01; Notifier.java:92 - Email sent to support@example.com  
2026-01-12T00:00:49.065Z | DEBUG | reqS1t2u3; 111113; main; cache; cache-01; Cache.java:142 - Cache entry refreshed key=user:111113 ttl=300000  
2026-01-12T00:00:49.510Z | INFO | reqV4w5x6; 112114; worker-2; order; web-02; OrderCtrl.java:148 - Order dispatched orderId=O12355 carrier=FedEx tracking=123456789012  
2026-01-12T00:00:49.955Z | WARN | reqY7z8a9; 113115; main; auth; web-01; AuthCtrl.java:144 - Possible credential stuffing attempt  
2026-01-12T00:00:50.400Z | ERROR | reqB0c1d2; 114116; worker-3; payment; pay-01; PaymentProc.java:265; err=E517; stack=java.lang.IllegalStateException: Amount exceeds limit - Transaction limit exceeded  
2026-01-12T00:00:50.845Z | INFO | reqE3f4g5; 115117; main; profile; profile-01; ProfileUpd.java:157 - Updated avatar image  
2026-01-12T00:00:51.290Z | DEBUG | reqH6i7j8; 116118; worker-1; analytics; analytics-01; Tracker.java:105 - Tracking event EVENT_ACCOUNT_DELETION userId=116118  
2026-01-12T00:00:51.735Z | INFO | reqK9l0m1; 117119; main; auth; web-01; AuthCtrl.java:146 - User login successful (2FA)  
2026-01-12T00:00:52.180Z | WARN | reqN2o3p4; 118120; worker-2; apiGw; gw-01; Gateway.java:178; latencyMs=3800 - High latency on service=payment  
2026-01-12T00:00:52.625Z | ERROR | reqQ5r6s7; 119121; main; db; db-02; Database.java:180; err=E518; stack=org.postgresql.util.PSQLException: syntax error at or near "FROM" - Query syntax error  
2026-01-12T00:00:53.070Z | INFO | reqT8u9v0; 120122; worker-3; notify; notif-01; Notifier.java:96 - Push notification opened deviceId=dev-120122  
2026-01-12T00:00:53.515Z | DEBUG | reqW1x2y3; 121123; main; cache; cache-01; Cache.java:150 - Cache eviction due to memory pressure  
2026-01-12T00:00:53.960Z | INFO | reqZ4a5b6; 122124; worker-1; order; web-02; OrderCtrl.java:154 - Order returned to inventory orderId=O12356  
2026-01-12T00:00:54.405Z | WARN | reqC7d8e9; 123125; main; auth; web-01; AuthCtrl.java:148 - Suspicious IP address login attempt  
2026-01-12T00:00:54.850Z | ERROR | reqF0g1h2; 124126; worker-2; payment; pay-01; PaymentProc.java:270; err=E519; stack=java.lang.IllegalArgumentException: Merchant not found - Invalid merchant ID  
2026-01-12T00:00:55.295Z | INFO | reqI3j4k5; 125127; main; profile; profile-01; ProfileUpd.java:165 - Updated display name  
2026-01-12T00:00:55.740Z | DEBUG | reqL6m7n8; 126128; worker-3; msgQueue; msg-01; Queue.java:95 - Message re‑queued id=msg-10240 reason=TransientError  
2026-01-12T00:00:56.185Z | INFO | reqO9p0q1; 127129; main; auth; web-01; AuthCtrl.java:150 - User session extended  
2026-01-12T00:00:56.630Z | WARN | reqR2s3t4; 128130; worker-1; apiGw; gw-01; Gateway.java:185; status=503 - Backend service returned 503 Service Unavailable  
2026-01-12T00:00:57.075Z | ERROR | reqU5v6w7; 129131; main; storage; storage-01; FileStore.java:150; err=E520; stack=java.io.IOException: Corrupt metadata - Unable to read metadata  
2026-01-12T00:00:57.520Z | INFO | reqX8y9z0; 130132; worker-2; notify; notif-01; Notifier.java:100 - Push notification sent to deviceId=dev-130132  
2026-01-12T00:00:57.965Z | DEBUG | reqA1b2c3; 131133; main; cache; cache-01; Cache.java:158 - Cache cleanup completed, removed 350 entries  
2026-01-12T00:00:58.410Z | INFO | reqD4e5f6; 132134; worker-3; order; web-02; OrderCtrl.java:160 - Order marked as fraudulent orderId=O12357  
2026-01-12T00:00:58.855Z | WARN | reqG7h8i9; 133135; main; auth; web-01; AuthCtrl.java:152 - Multiple failed login attempts  
2026-01-12T00:00:59.300Z | ERROR | reqJ0k1l2; 134136; worker-1; payment; pay-01; PaymentProc.java:275; err=E521; stack=java.lang.RuntimeException: Gateway rejection - Payment gateway rejected request  
2026-01-12T00:00:59.745Z | INFO | reqM3n4o5; 135137; main; profile; profile-01; ProfileUpd.java:173 - Updated marketing opt‑in to true  
2026-01-12T00:01:00.190Z | DEBUG | reqP6q7r8; 136138; worker-2; analytics; analytics-01; Tracker.java:110 - Tracking event EVENT_LOGIN_FAILURE userId=136138  
2026-01-12T00:01:00.635Z | INFO | reqS9t0u1; 137139; main; auth; web-01; AuthCtrl.java:154 - User password reset completed  
2026-01-12T00:01:01.080Z | WARN | reqV2w3x4; 138140; worker-3; apiGw; gw-01; Gateway.java:192; latencyMs=4200 - High latency on service=payment  
2026-01-12T00:01:01.525Z | ERROR | reqY5z6a7; 139141; main; db; db-02; Database.java:190; err=E522; stack=org.postgresql.util.PSQLException: Too many connections - Connection pool exhaustion  
2026-01-12T00:01:01.970Z | INFO | reqB8c9d0; 140142; worker-1; notify; notif-01; Notifier.java:104 - Email retry successful to user@example.com  
2026-01-12T00:01:02.415Z | DEBUG | reqE1f2g3; 141143; main; cache; cache-01; Cache.java:166 - Added entry key=apiRateLimit:user:141143 ttl=60000  
2026-01-12T00:01:02.860Z | INFO | reqH4i5j6; 142144; worker-2; profile; profile-01; ProfileUpd.java:181 - Updated social links  
2026-01-12T00:01:03.305Z | WARN | reqK7l8m9; 143145; main; auth; web-01; AuthCtrl.java:156 - Multiple concurrent password reset requests  
2026-01-12T00:01:03.750Z | ERROR | reqN0o1p2; 144146; worker-3; payment; pay-01; PaymentProc.java:280; err=E523; stack=java.lang.IllegalArgumentException: Rate out of range - Invalid exchange rate  
2026-01-12T00:01:04.195Z | INFO | reqQ3r4s5; 145147; main; order; web-02; OrderCtrl.java:164 - Order archived orderId=O12358  
2026-01-12T00:01:04.640Z | DEBUG | reqT6u7v8; 146148; worker-1; msgQueue; msg-01; Queue.java:105 - Message dead‑lettered id=msg-11264 reason=PoisonMessage  
2026-01-12T00:01:05.085Z | INFO | reqW9x0y1; 147149; main; auth; web-01; AuthCtrl.java:158 - User password changed (admin)  
2026-01-12T00:01:05.530Z | WARN | reqZ2a3b4; 148150; worker-2; apiGw; gw-01; Gateway.java:199; status=504 - Service discovery failure for service=inventory  
2026-01-12T00:01:05.975Z | ERROR | reqC5d6e7; 149151; main; storage; storage-01; FileStore.java:160; err=E524; stack=java.io.IOException: Corrupt metadata - Unable to read metadata  
2026-01-12T00:01:06.420Z | INFO | reqF8g9h0; 150152; worker-3; notify; notif-01; Notifier.java:108 - SMS sent to +1234567890  
2026-01-12T00:01:06.865Z | DEBUG | reqI1j2k3; 151153; main; cache; cache-01; Cache.java:174 - Cache miss for key=product:151153  
2026-01-12T00:01:07.310Z | INFO | reqL4m5n6; 152154; worker-1; profile; profile-01; ProfileUpd.java:189 - Updated timezone to UTC+1  
2026-01-12T00:01:07.755Z | WARN | reqO7p8q9; 153155; main; auth; web-01; AuthCtrl.java:160 - Suspicious IP address login attempt  
2026-01-12T00:01:08.200Z | ERROR | reqR0s1t2; 154156; worker-2; payment; pay-01; PaymentProc.java:285; err=E525; stack=java.lang.Exception: Issuer declined - Payment declined by issuer  
2026-01-12T00:01:08.645Z | INFO | reqU3v4w5; 155157; main; order; web-02; OrderCtrl.java:170 - Order completed successfully orderId=O12359  
2026-01-12T00:01:09.090Z | DEBUG | reqX6y7z8; 156158; worker-3; analytics; analytics-01; Tracker.java:115 - Tracking event EVENT_PROFILE_VIEW userId=156158  
2026-01-12T00:01:09.535Z | INFO | reqA9b0c1; 157159; main; auth; web-01; AuthCtrl.java:162 - User logged in via SSO  
2026-01-12T00:01:09.980Z | WARN | reqD2e3f4; 158160; worker-1; apiGw; gw-01; Gateway.java:206; status=429 - Rate limit exceeded for IP 192.168.1.20  
2026-01-12T00:01:10.425Z | ERROR | reqG5h6i7; 159161; main; db; db-02; Database.java:200; err=E526; stack=org.postgresql.util.PSQLException: syntax error at or near "FROM" - Query syntax error  
2026-01-12T00:01:10.870Z | INFO | reqJ8k9l0; 160162; worker-2; notify; notif-01; Notifier.java:112 - Email sent to support2@example.com  
2026-01-12T00:01:11.315Z | DEBUG | reqM1n2o3; 161163; main; cache; cache-01; Cache.java:182 - Added entry key=featureFlag:newFeature ttl=86400000  
2026-01-12T00:01:11.760Z | INFO | reqP4q5r6; 162164; worker-3; order; web-02; OrderCtrl.java:176 - Order cancelled orderId=O12360 reason=OutOfStock  
2026-01-12T00:01:12.205Z | WARN | reqS7t8u9; 163165; main; auth; web-01; AuthCtrl.java:164 - Multiple failed OTP attempts  
2026-01-12T00:01:12.650Z | ERROR | reqV0w1x2; 164166; worker-1; payment; pay-01; PaymentProc.java:290; err=E527; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:01:13.095Z | INFO | reqY3z4a5; 165167; main; profile; profile-01; ProfileUpd.java:197 - Updated display name  
2026-01-12T00:01:13.540Z | DEBUG | reqB6c7d8; 166168; worker-2; msgQueue; msg-01; Queue.java:115 - Message enqueued id=msg-12345 priority=high  
2026-01-12T00:01:13.985Z | INFO | reqE9f0g1; 167169; main; auth; web-01; AuthCtrl.java:166 - User password changed (self‑service)  
2026-01-12T00:01:14.430Z | WARN | reqH2i3j4; 168170; worker-3; apiGw; gw-01; Gateway.java:213; latencyMs=2400 - High latency on service=inventory  
2026-01-12T00:01:14.875Z | ERROR | reqK5l6m7; 169171; main; payment; pay-01; PaymentProc.java:295; err=E528; stack=java.lang.IllegalArgumentException: Unsupported currency - Invalid currency code  
2026-01-12T00:01:15.320Z | INFO | reqN8o9p0; 170172; worker-1; order; web-02; OrderCtrl.java:182 - Order placed orderId=O12361  
2026-01-12T00:01:15.765Z | DEBUG | reqQ1r2s3; 171173; main; cache; cache-01; Cache.java:190 - Cache size approaching limit currentSize=9800 maxSize=10000  
2026-01-12T00:01:16.210Z | INFO | reqT4u5v6; 172174; worker-2; auth; web-01; AuthCtrl.java:168 - User logout (manual)  
2026-01-12T00:01:16.655Z | WARN | reqW7x8y9; 173175; main; apiGw; gw-01; Gateway.java:220; status=502 - Backend returned 502 Bad Gateway  
2026-01-12T00:01:17.100Z | ERROR | reqZ0a1b2; 174176; worker-3; db; db-02; Database.java:210; err=E529; stack=org.postgresql.util.PSQLException: deadlock detected - Deadlock detected during transaction  
2026-01-12T00:01:17.545Z | INFO | reqC3d4e5; 175177; main; notify; notif-01; Notifier.java:116 - Email sent to admin3@example.com  
2026-01-12T00:01:17.990Z | DEBUG | reqF6g7h8; 176178; worker-1; cache; cache-01; Cache.java:198 - Refreshed key=session:176178 ttl=180000  
2026-01-12T00:01:18.435Z | INFO | reqI9j0k1; 177179; main; order; web-02; OrderCtrl.java:188 - Order payment confirmed orderId=O12362  
2026-01-12T00:01:18.880Z | WARN | reqL2m3n4; 178180; worker-2; auth; web-01; AuthCtrl.java:170 - Suspicious login location detected  
2026-01-12T00:01:19.325Z | ERROR | reqO5p6q7; 179181; main; payment; pay-01; PaymentProc.java:300; err=E529; stack=java.lang.Exception: Issuer declined - Payment declined  
2026-01-12T00:01:19.770Z | INFO | reqR8s9t0; 180182; worker-3; profile; profile-01; ProfileUpd.java:204 - Updated display name  
